监测时间,地点,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),气压(MBar),近地风速(m/s),风向(°)
2021/1/14 8:00,监测点A2,14,139,1000,77,5,2.3,11.4,51,1016.9,0.7,291.9
2021/1/14 9:00,监测点A2,20,179,1000,96,7,1.9,13.2,42,1017.2,0.9,297.8
2021/1/14 10:00,监测点A2,16,185,0,104,0,1.5,15.3,35,1017.2,0.9,273.9
2021/1/14 11:00,监测点A2,19,0,222,119,16,1.6,17.1,29,1016.6,0.9,304.2
2021/1/14 12:00,监测点A2,0,215,244,134,37,1.3,18.4,23,1015.6,1.1,323.7
2021/1/14 13:00,监测点A2,13,193,199,106,60,1,19.7,20,1014.4,1,2.2
2021/1/14 14:00,监测点A2,11,184,179,96,74,1,20.4,18,1013.7,1,324.3
2021/1/14 15:00,监测点A2,11,194,155,84,82,1,21.3,17,1013.2,0.9,231.5
2021/1/14 16:00,监测点A2,12,194,166,95,90,1,21.2,18,1013.2,0.6,248.1
2021/1/14 17:00,监测点A2,11,192,166,103,70,1.5,20.1,20,1013.5,0.6,207.6
2021/1/14 18:00,监测点A2,13,270,197,111,16,2,18.4,25,1013.6,0.8,160.7
2021/1/14 19:00,监测点A2,13,274,264,156,10,3.4,17.2,30,1014,0.3,4.8
2021/1/14 20:00,监测点A2,15,269,310,193,4,2.3,16.4,32,1014.5,0.6,119.7
2021/1/14 21:00,监测点A2,13,236,281,151,5,1.9,16.5,33,1014.9,1,158.3
2021/1/14 22:00,监测点A2,14,216,235,127,4,1.8,15.8,37,1015.1,1.2,177.6
2021/1/14 23:00,监测点A2,15,191,242,130,4,1.6,14.9,43,1015.3,1.2,180.4
2021/1/15 0:00,监测点A2,15,169,208,116,4,1.3,14.4,47,1015.3,1,163.6
2021/1/15 1:00,监测点A2,12,163,183,106,4,1.4,14,49,1015.1,0.7,75.8
2021/1/15 2:00,监测点A2,18,181,171,99,4,1.6,13.5,50,1014.9,0.6,30
2021/1/15 3:00,监测点A2,13,175,213,111,4,1.5,13,51,1014.6,0.3,76.4
2021/1/15 4:00,监测点A2,12,171,193,113,5,1.5,12.8,51,1014.4,0.7,11.2
2021/1/15 5:00,监测点A2,11,169,209,114,5,1.6,12.4,54,1014.4,0.6,35.5
2021/1/15 6:00,监测点A2,12,164,220,126,5,1.7,12.1,56,1014.6,0.4,13.9
2021/1/15 7:00,监测点A2,13,164,210,115,5,2.5,12,57,1015.1,0.2,2.5
2021/1/15 8:00,监测点A2,16,176,220,119,6,2.4,14.7,50,1015.4,0.3,32.8
2021/1/15 9:00,监测点A2,21,175,203,101,19,1.5,16,42,1015.6,1,66
2021/1/15 10:00,监测点A2,17,147,197,103,42,1.1,18.3,35,1015.7,0.7,97.5
2021/1/15 11:00,监测点A2,16,121,159,78,74,0.9,19.8,33,1014.9,0.8,6.5
2021/1/15 12:00,监测点A2,14,99,137,66,107,0.9,20.3,36,1013.7,1.1,273.5
2021/1/15 13:00,监测点A2,14,79,119,60,133,0.9,21.1,40,1012.8,1.3,184.2
2021/1/15 14:00,监测点A2,11,61,109,54,162,0.9,21.5,41,1012.1,1.4,293.8
2021/1/15 15:00,监测点A2,12,77,96,52,229,0.9,22.1,37,1011.7,0.9,225.1
2021/1/15 16:00,监测点A2,11,79,136,70,235,1,22.3,36,1011.7,0.8,301.9
2021/1/15 17:00,监测点A2,10,94,139,75,201,1.2,21.6,39,1011.8,0.5,129.8
2021/1/15 18:00,监测点A2,11,168,145,79,97,1.8,20.3,43,1011.8,0.5,71.9
2021/1/15 19:00,监测点A2,10,249,200,107,9,3,19.4,48,1012.1,0.4,31
2021/1/15 20:00,监测点A2,10,228,301,170,5,2.4,18.3,51,1012.4,0.4,83.8
2021/1/15 21:00,监测点A2,9,220,263,149,4,2.6,17.3,56,1012.8,0.5,182.7
2021/1/15 22:00,监测点A2,10,187,229,121,4,2.2,17.2,57,1013,0.8,190.3
2021/1/15 23:00,监测点A2,9,157,195,104,4,1.7,16.6,59,1013.1,0.4,212.6
2021/1/16 0:00,监测点A2,16,139,160,87,5,2.2,16,61,1013.1,0.3,316.5
2021/1/16 1:00,监测点A2,10,143,170,96,3,2,15.4,63,1013.3,0.5,23.2
2021/1/16 2:00,监测点A2,9,148,203,109,6,1.9,14.9,65,1013.3,0.4,22.5
2021/1/16 3:00,监测点A2,11,151,230,133,5,2.1,14.7,67,1013.4,0.6,29
2021/1/16 4:00,监测点A2,10,140,246,149,5,2.2,14.2,68,1013.6,0.3,328.7
2021/1/16 5:00,监测点A2,11,181,231,146,3,2.2,14,68,1014.1,0.6,257.9
2021/1/16 6:00,监测点A2,15,203,244,149,4,2.1,13.6,65,1014.6,0.6,279.7
2021/1/16 7:00,监测点A2,17,196,287,183,4,2.3,13.7,63,1015.1,0.6,219
2021/1/16 8:00,监测点A2,20,220,292,187,5,2.6,14.3,61,1015.6,0.9,33.4
2021/1/16 9:00,监测点A2,25,270,352,211,5,2.7,15.5,58,1016.3,0.6,46.8
2021/1/16 10:00,监测点A2,21,268,335,198,11,2.2,17.8,51,1016.4,1.1,148
2021/1/16 11:00,监测点A2,19,334,269,156,23,2.3,19,49,1015.7,1,216.7
2021/1/16 12:00,监测点A2,20,308,328,200,62,2,20.2,46,1014.7,0.9,237.7
2021/1/16 13:00,监测点A2,20,261,308,197,121,1.8,21.1,43,1013.5,0.9,262.9
2021/1/16 14:00,监测点A2,19,227,297,192,165,1.7,21.5,41,1012.8,1,334
2021/1/16 15:00,监测点A2,15,166,295,182,188,1.4,22.3,37,1012.6,0.7,103.9
2021/1/16 16:00,监测点A2,15,169,222,133,191,1.5,22.3,38,1013.1,0.5,264.9
2021/1/16 17:00,监测点A2,13,194,248,149,129,1.9,21.8,39,1013.7,0.3,161.8
2021/1/16 18:00,监测点A2,9,152,260,153,41,1.4,21,34,1014.4,0.4,121.2
2021/1/16 19:00,监测点A2,8,141,139,60,19,1.5,20.4,36,1015,0.6,153.9
2021/1/16 20:00,监测点A2,7,118,144,68,12,1.2,19.5,43,1015.9,1.1,165.9
2021/1/16 21:00,监测点A2,6,103,99,38,9,1.1,18.5,51,1016.8,0.5,137.8
2021/1/16 22:00,监测点A2,6,79,80,31,16,0.8,17.9,57,1017.4,0.9,146.5
2021/1/16 23:00,监测点A2,5,52,56,25,43,0.9,17.5,60,1018,1.1,155.8
2021/1/17 0:00,监测点A2,4,44,54,21,52,0.7,17.3,62,1018.5,0.8,174.6
2021/1/17 1:00,监测点A2,5,66,57,23,28,0.7,17.1,62,1019,0.8,2.1
2021/1/17 2:00,监测点A2,5,76,64,35,14,0.7,16.8,64,1019.1,0.7,25.2
2021/1/17 3:00,监测点A2,7,75,70,37,10,0.7,16.6,65,1019.3,0.6,357.7
2021/1/17 4:00,监测点A2,11,64,76,35,46,0.8,16.9,40,1019.7,2.5,2
2021/1/17 5:00,监测点A2,11,44,105,45,66,0.8,16.1,34,1020.6,3.2,8
2021/1/17 6:00,监测点A2,11,41,106,43,66,0.9,15.2,34,1021.8,3.3,5.2
2021/1/17 7:00,监测点A2,11,42,134,50,66,1,14.5,35,1023,3.5,8
2021/1/17 8:00,监测点A2,12,37,165,58,72,1,14.1,35,1024.1,4.2,8.7
2021/1/17 9:00,监测点A2,11,42,187,64,70,1,14.4,34,1024.9,4,3.4
2021/1/17 10:00,监测点A2,11,40,174,66,80,1,14.9,32,1024.9,4,6.7
2021/1/17 11:00,监测点A2,10,36,177,66,90,0.9,15.7,29,1024.3,4.3,1.5
2021/1/17 12:00,监测点A2,9,31,181,57,101,0.8,16,27,1023.3,4.9,1.1
2021/1/17 13:00,监测点A2,9,32,172,53,109,0.8,16.9,27,1022.2,4.4,350.5
2021/1/17 14:00,监测点A2,10,38,163,54,106,0.9,17.2,27,1021.3,4.4,344.9
2021/1/17 15:00,监测点A2,9,38,166,54,100,0.9,16.9,27,1021.4,4.4,343.8
2021/1/17 16:00,监测点A2,9,45,167,54,85,0.9,16.5,28,1021.8,3.8,340.8
2021/1/17 17:00,监测点A2,9,59,175,58,66,1,16,29,1022.2,3,342.7
2021/1/17 18:00,监测点A2,9,52,175,56,72,0.9,15.6,30,1022.5,3.2,343.7
2021/1/17 19:00,监测点A2,8,51,159,53,68,0.9,15.2,30,1023.2,3.4,345.8
2021/1/17 20:00,监测点A2,9,50,154,55,57,0.9,14.4,31,1024.1,3.7,340.3
2021/1/17 21:00,监测点A2,9,52,149,53,43,0.8,13.4,31,1024.5,3.3,347.9
2021/1/17 22:00,监测点A2,8,42,143,48,51,0.7,13.2,28,1024.6,3.3,358
2021/1/17 23:00,监测点A2,8,52,122,34,36,0.8,12.7,28,1024.6,2.7,354.3
2021/1/18 0:00,监测点A2,8,47,117,31,33,0.7,12.2,29,1024.8,3,350.2
2021/1/18 1:00,监测点A2,8,45,112,36,32,0.7,11.7,30,1024.6,2.1,357.6
2021/1/18 2:00,监测点A2,9,53,105,34,23,0.7,11.3,32,1024.3,2.7,346.2
2021/1/18 3:00,监测点A2,9,55,110,38,21,0.7,10.9,33,1023.8,2.3,351.7
2021/1/18 4:00,监测点A2,8,57,112,34,18,0.7,10.5,35,1023.6,2.3,344.9
2021/1/18 5:00,监测点A2,9,60,112,34,17,0.6,10.3,35,1023.6,2.1,343.4
2021/1/18 6:00,监测点A2,11,66,108,35,9,0.7,9.9,37,1023.6,1.9,344.5
2021/1/18 7:00,监测点A2,13,57,117,40,20,0.9,9.8,37,1023.9,2.4,342.6
2021/1/18 8:00,监测点A2,14,55,120,40,27,0.9,10.3,35,1024.4,2.3,345.9
2021/1/18 9:00,监测点A2,13,47,127,40,41,0.8,11.2,32,1024.8,2.7,347.2
2021/1/18 10:00,监测点A2,11,50,124,38,46,0.8,12.3,29,1024.5,2.2,359.7
2021/1/18 11:00,监测点A2,10,43,126,35,63,0.8,13.5,26,1023.5,2.1,18
2021/1/18 12:00,监测点A2,10,43,119,32,69,0.8,14.5,25,1022.1,1.7,351
2021/1/18 13:00,监测点A2,9,42,118,38,79,0.7,15.4,23,1020.7,1.6,349.6
2021/1/18 14:00,监测点A2,9,43,106,34,89,0.7,16,23,1019.5,1.7,356.9
2021/1/18 15:00,监测点A2,8,44,105,38,99,0.7,16.5,22,1018.7,2.1,343.6
2021/1/18 16:00,监测点A2,8,48,111,36,96,0.7,16.6,22,1018.5,2.2,340.9
2021/1/18 17:00,监测点A2,8,65,117,39,76,0.8,16.3,23,1018.7,1.8,346.8
2021/1/18 18:00,监测点A2,9,92,116,37,45,0.9,15.8,25,1019,1.4,346
2021/1/18 19:00,监测点A2,10,86,132,44,47,1,15.4,26,1019.4,1.1,331.7
2021/1/18 20:00,监测点A2,10,127,148,58,10,1.3,14.7,30,1019.8,0.6,261
2021/1/18 21:00,监测点A2,11,135,161,66,5,1.3,14.1,33,1019.7,0.4,255.8
2021/1/18 22:00,监测点A2,10,132,170,73,6,1.5,13.6,35,1019.7,0.4,261
2021/1/18 23:00,监测点A2,9,125,170,75,5,1.6,13.2,38,1019.3,0.4,305
2021/1/19 0:00,监测点A2,10,125,158,80,5,1.5,12.9,40,1019.2,0.4,281
2021/1/19 1:00,监测点A2,11,124,168,76,4,1.4,12.5,41,1018.8,0.5,343
2021/1/19 2:00,监测点A2,15,128,167,81,4,1.4,12.5,40,1018.4,0.6,32.3
2021/1/19 3:00,监测点A2,37,124,196,88,4,1.5,12.1,43,1018.2,0.6,19.7
2021/1/19 4:00,监测点A2,23,127,200,91,4,1.6,11.8,45,1018.1,0.8,17.3
2021/1/19 5:00,监测点A2,18,124,199,90,4,1.6,11.7,45,1018.2,1,25.6
2021/1/19 6:00,监测点A2,18,117,194,79,3,1.4,11.3,47,1018.5,0.7,23.9
2021/1/19 7:00,监测点A2,18,117,179,72,4,1.5,11.2,48,1019,0.9,25.4
2021/1/19 8:00,监测点A2,20,104,176,66,8,1.3,12.2,49,1019.7,1.2,46.3
2021/1/19 9:00,监测点A2,19,89,162,62,24,1,13.6,47,1020.4,1.3,37.1
2021/1/19 10:00,监测点A2,16,48,139,58,72,0.8,15.3,35,1020.6,2,94.5
2021/1/19 11:00,监测点A2,12,43,107,36,96,0.7,16.4,30,1019.7,1.3,38.1
2021/1/19 12:00,监测点A2,10,47,90,38,107,0.7,17.9,27,1018.6,1.3,97.3
2021/1/19 13:00,监测点A2,9,48,91,39,120,0.8,18.7,26,1017.5,1.2,130
2021/1/19 14:00,监测点A2,9,50,102,44,136,0.8,19.3,25,1016.6,1.1,67.7
2021/1/19 15:00,监测点A2,8,40,102,48,149,0.7,19.7,23,1016.1,1,110.1
2021/1/19 16:00,监测点A2,9,58,85,39,153,0.8,19.6,25,1015.9,1.1,73
2021/1/19 17:00,监测点A2,10,76,107,51,153,0.9,19,27,1016.1,0.9,112.1
2021/1/19 18:00,监测点A2,9,101,133,63,130,1.2,18.1,30,1016.1,0.7,85.5
2021/1/19 19:00,监测点A2,10,154,168,81,68,1.3,17.4,32,1016.5,0.5,79.1
2021/1/19 20:00,监测点A2,9,187,195,94,30,1.7,16.9,34,1016.9,0.5,64.7
2021/1/19 21:00,监测点A2,11,218,195,100,7,1.6,16.8,35,1017.2,0.8,78.1
2021/1/19 22:00,监测点A2,10,182,232,114,5,1.3,16.7,40,1017.3,0.8,141.7
2021/1/19 23:00,监测点A2,8,121,181,84,8,1,16.8,43,1017.4,0.7,154.2
2021/1/20 0:00,监测点A2,6,78,107,51,20,0.8,16.7,46,1017.4,0.9,161
2021/1/20 1:00,监测点A2,6,70,73,30,23,0.7,16.6,47,1017.4,0.6,155.7
2021/1/20 2:00,监测点A2,6,77,68,25,20,0.7,16.5,48,1017.2,0.5,76.5
2021/1/20 3:00,监测点A2,7,98,71,30,4,0.7,16.3,49,1016.8,0.5,6.6
2021/1/20 4:00,监测点A2,12,122,83,34,4,1.1,16,50,1016.4,0.7,356.9
2021/1/20 5:00,监测点A2,11,113,122,51,4,1,15.5,53,1016.5,0.4,10.3
2021/1/20 6:00,监测点A2,12,110,97,44,4,1.2,15.1,55,1017,0.6,11.7
2021/1/20 7:00,监测点A2,13,117,103,46,4,1.4,14.8,57,1017.4,0.9,2.3
2021/1/20 8:00,监测点A2,14,158,145,58,6,1.8,16.2,49,1017.9,0.7,0.3
2021/1/20 9:00,监测点A2,14,135,208,70,18,1.2,17.7,44,1018.5,1.2,23.9
2021/1/20 10:00,监测点A2,14,120,151,55,32,1.1,18.4,42,1018.5,1.4,33.2
2021/1/20 11:00,监测点A2,12,106,139,55,51,1.1,19.9,38,1017.7,1.3,36.6
2021/1/20 12:00,监测点A2,11,72,132,51,77,0.9,20.3,38,1016.6,1,41.6
2021/1/20 13:00,监测点A2,10,61,105,42,92,0.8,20.9,37,1015.3,1,92.2
2021/1/20 14:00,监测点A2,10,55,90,37,104,0.9,21.2,38,1014.3,0.9,151.8
2021/1/20 15:00,监测点A2,9,53,96,43,109,0.8,21.3,39,1013.6,0.6,65.8
2021/1/20 16:00,监测点A2,10,58,86,35,111,0.8,21.1,40,1013.5,0.5,82.2
2021/1/20 17:00,监测点A2,13,174,91,37,29,1.5,20.4,40,1013.7,1.1,296.4
2021/1/20 18:00,监测点A2,17,230,223,91,5,1.8,19.6,41,1014,0.7,269
2021/1/20 19:00,监测点A2,18,221,287,121,5,1.7,19.3,42,1014.4,0.8,269.5
2021/1/20 20:00,监测点A2,20,220,284,117,5,1.6,19,44,1014.7,0.6,254.3
2021/1/20 21:00,监测点A2,20,221,269,117,5,1.7,18.9,45,1014.8,0.5,288.9
2021/1/20 22:00,监测点A2,20,193,271,125,5,1.8,18.8,45,1015,0.5,271.3
2021/1/20 23:00,监测点A2,21,212,282,124,5,2.4,18.6,47,1014.8,0.5,278.7
2021/1/21 0:00,监测点A2,21,204,277,129,4,1.9,18.3,48,1014.9,1,286.4
2021/1/21 1:00,监测点A2,20,155,273,123,4,1.4,18,52,1015,0.9,286.3
2021/1/21 2:00,监测点A2,14,108,199,108,11,1.2,17.3,59,1014.7,1,287.4
2021/1/21 3:00,监测点A2,14,115,147,98,4,1.2,17.2,60,1014.2,0.7,326.3
2021/1/21 4:00,监测点A2,11,110,153,98,4,1.2,17.2,62,1013.9,0.8,308.9
2021/1/21 5:00,监测点A2,10,102,147,100,3,1.2,17,64,1014,0.9,297.8
2021/1/21 6:00,监测点A2,9,102,140,99,3,1.2,17.1,66,1014.4,1.1,352.7
2021/1/21 7:00,监测点A2,8,101,130,85,4,1.3,17.2,67,1014.6,1.1,320.9
2021/1/21 8:00,监测点A2,9,104,131,83,13,1.7,17.4,67,1015.2,1.1,300.1
2021/1/21 9:00,监测点A2,10,102,155,104,16,1.4,18.2,64,1015.7,1.4,320
2021/1/21 10:00,监测点A2,10,91,140,93,42,1.2,19.6,58,1015.6,1.4,329.5
2021/1/21 11:00,监测点A2,10,110,135,83,47,1.3,20.2,57,1014.8,1.7,296.6
2021/1/21 12:00,监测点A2,11,86,158,94,78,1.2,20.8,55,1013.8,1.8,321.9
2021/1/21 13:00,监测点A2,9,71,131,82,71,1,20.7,57,1012.9,1.9,299.9
2021/1/21 14:00,监测点A2,10,63,109,60,74,1,21.1,57,1011.9,1.6,333.6
2021/1/21 15:00,监测点A2,8,50,92,58,100,0.9,22,53,1011.4,1.8,333.8
2021/1/21 16:00,监测点A2,7,59,118,62,88,1,22.1,53,1011.5,1.8,301.6
2021/1/21 17:00,监测点A2,6,69,101,53,57,1,21.3,57,1012,1.6,303.8
2021/1/21 18:00,监测点A2,6,63,91,45,46,1,20.6,60,1012.5,1.7,325.2
2021/1/21 19:00,监测点A2,6,51,85,42,45,1,20.1,62,1012.9,1.6,324.5
2021/1/21 20:00,监测点A2,5,53,71,40,37,0.9,19.6,64,1013.3,1.8,327.8
2021/1/21 21:00,监测点A2,4,47,59,30,45,0.9,19.4,65,1013.5,1.6,335.2
2021/1/21 22:00,监测点A2,5,79,58,33,7,1.2,19,68,1013.7,1.1,285.9
2021/1/21 23:00,监测点A2,5,74,68,34,6,1.2,18.9,70,1013.5,1.2,305.1
2021/1/22 0:00,监测点A2,4,66,55,31,5,1.1,18.7,70,1013.3,0.9,290.5
2021/1/22 1:00,监测点A2,4,57,60,39,11,0.8,18.6,72,1012.9,1.2,311.1
2021/1/22 2:00,监测点A2,4,49,40,27,21,0.8,18.5,72,1012.2,1.8,330.5
2021/1/22 3:00,监测点A2,6,51,34,21,18,0.8,18.4,73,1011.7,1.3,294.3
2021/1/22 4:00,监测点A2,5,59,35,27,8,0.8,18.2,73,1011.4,1.2,295.6
2021/1/22 5:00,监测点A2,5,40,27,16,22,0.7,18.3,74,1011.6,1.9,334.7
2021/1/22 6:00,监测点A2,6,41,26,15,20,0.7,18.3,74,1012.5,1.2,319.9
2021/1/22 7:00,监测点A2,4,54,24,19,8,0.9,18.2,76,1013.3,0.8,295.8
2021/1/22 8:00,监测点A2,4,53,31,20,9,1.2,18.3,77,1014.2,0.8,251.6
2021/1/22 9:00,监测点A2,4,52,36,22,9,1.1,18.1,79,1014.5,0.9,297.8
2021/1/22 10:00,监测点A2,4,54,36,21,9,1.1,18.2,80,1014.6,1.2,287.4
2021/1/22 11:00,监测点A2,4,52,38,30,20,1,18.7,77,1013.8,1.7,343.7
2021/1/22 12:00,监测点A2,4,43,43,30,39,0.9,19.7,71,1012.3,1.7,359.5
2021/1/22 13:00,监测点A2,4,34,52,33,67,0.8,21.3,63,1010.8,1,29.2
2021/1/22 14:00,监测点A2,3,38,62,43,70,0.8,21.9,60,1009.8,1.6,329.3
2021/1/22 15:00,监测点A2,3,52,43,27,55,0.9,21.8,61,1009.6,1.7,321.7
2021/1/22 16:00,监测点A2,6,51,46,23,65,0.9,22.6,57,1009.5,1.3,345.6
2021/1/22 17:00,监测点A2,4,53,50,23,65,1,22.5,57,1009.7,1.5,351.2
2021/1/22 18:00,监测点A2,5,107,61,30,10,1.5,21.8,61,1010.1,0.6,356.5
2021/1/22 19:00,监测点A2,5,108,100,47,4,2,20.9,65,1010.6,0.4,172.5
2021/1/22 20:00,监测点A2,5,100,124,56,5,2.8,20.2,68,1011.2,0.5,255.6
2021/1/22 21:00,监测点A2,7,98,135,68,4,2.3,19.8,69,1011.5,0.9,282.9
2021/1/22 22:00,监测点A2,6,103,146,78,4,2.2,19.3,71,1011.6,0.3,339.5
2021/1/22 23:00,监测点A2,6,85,137,70,4,2,19.1,71,1011.7,0.7,296.8
2021/1/23 0:00,监测点A2,5,78,112,57,3,1.4,19.1,69,1011.8,1.1,342.6
2021/1/23 1:00,监测点A2,5,71,90,44,3,1.2,18.8,69,1011.8,1.4,343.8
2021/1/23 2:00,监测点A2,6,66,70,31,3,1.1,18.5,70,1011.7,1.7,337.1
2021/1/23 3:00,监测点A2,6,56,60,37,4,1,18.1,69,1011.8,2.2,337.9
2021/1/23 4:00,监测点A2,5,48,43,31,8,1,17.8,68,1012.1,2.3,341
2021/1/23 5:00,监测点A2,5,50,41,24,7,1,17.4,68,1012.4,1.8,345.1
2021/1/23 6:00,监测点A2,5,56,48,26,5,1,17.1,68,1012.9,1.7,347.9
2021/1/23 7:00,监测点A2,5,55,55,32,6,1.1,16.9,67,1013.4,1.7,354.2
2021/1/23 8:00,监测点A2,5,46,64,36,17,1.1,17.4,64,1013.8,1.5,351.1
2021/1/23 9:00,监测点A2,5,41,73,40,31,1.1,18.4,59,1014.3,2.1,5.1
2021/1/23 10:00,监测点A2,5,37,72,47,47,1,19.4,54,1014.2,1.9,4.4
2021/1/23 11:00,监测点A2,5,34,61,41,61,1,20.5,50,1013.6,1.8,358.2
2021/1/23 12:00,监测点A2,4,37,64,35,79,1,21.5,47,1012.5,2,348.8
2021/1/23 13:00,监测点A2,4,35,76,45,107,1,22.4,43,1011.4,2.3,354.4
2021/1/23 14:00,监测点A2,5,34,82,44,125,1,23.2,40,1010.7,2.5,349
2021/1/23 15:00,监测点A2,4,31,82,43,130,0.9,23.8,37,1010.4,2.5,341.7
2021/1/23 16:00,监测点A2,6,37,76,38,142,1,23.9,37,1010.6,2.1,350.4
2021/1/23 17:00,监测点A2,7,48,87,45,120,1.1,23.4,38,1010.8,1.7,0.5
2021/1/23 18:00,监测点A2,7,68,90,52,84,1.4,22.7,41,1011.1,1,311.1
2021/1/23 19:00,监测点A2,7,126,109,58,20,1.8,21.8,45,1011.5,0.5,253.2
2021/1/23 20:00,监测点A2,8,142,150,78,7,1.9,21.2,47,1012.3,0.6,202.5
2021/1/23 21:00,监测点A2,8,141,165,87,5,2.2,20.4,50,1012.5,0.4,246.9
2021/1/23 22:00,监测点A2,8,135,181,90,5,2.3,19.9,52,1012.6,0.6,258
2021/1/23 23:00,监测点A2,8,125,174,89,5,2.4,19.2,55,1012.8,0.2,315.9
2021/1/24 0:00,监测点A2,9,115,167,90,5,2,19.1,54,1013.2,0.6,18.5
2021/1/24 1:00,监测点A2,16,103,159,87,3,1.5,18.9,55,1013.6,0.8,17.6
2021/1/24 2:00,监测点A2,10,108,129,70,3,1.8,18.3,58,1013.9,1,26.8
2021/1/24 3:00,监测点A2,7,94,135,70,3,1.3,17.8,59,1013.7,1.7,37.4
2021/1/24 4:00,监测点A2,9,83,98,51,4,1.2,17.4,59,1013.7,1.3,25.8
2021/1/24 5:00,监测点A2,8,83,84,54,3,1.1,17.1,60,1014.5,1.1,15.7
2021/1/24 6:00,监测点A2,8,79,80,44,3,1,16.9,60,1015.2,1.3,9.2
2021/1/24 7:00,监测点A2,6,80,75,48,5,1.2,16.8,59,1015.8,1.1,28.6
2021/1/24 8:00,监测点A2,7,81,81,47,8,1.2,17.2,57,1016.4,1.6,25
2021/1/24 9:00,监测点A2,11,62,83,45,26,1.2,18.1,54,1016.7,1.6,58.6
2021/1/24 10:00,监测点A2,10,55,88,45,41,1.1,18.8,54,1016.6,1.4,83.9
2021/1/24 11:00,监测点A2,7,55,87,52,59,1.1,20.3,54,1015.8,1.5,112.3
2021/1/24 12:00,监测点A2,6,50,95,52,72,1,20.8,57,1014.7,1.7,165.8
2021/1/24 13:00,监测点A2,4,34,96,54,82,0.9,21.3,57,1013.5,1.8,165.2
2021/1/24 14:00,监测点A2,4,25,61,40,106,0.8,21.7,55,1012.5,1.5,139.7
2021/1/24 15:00,监测点A2,3,21,53,27,111,0.8,22,52,1012.1,1.9,149.3
2021/1/24 16:00,监测点A2,4,22,42,27,108,0.8,21.7,54,1012.2,2.5,169.1
2021/1/24 17:00,监测点A2,4,28,44,24,106,0.9,21.5,54,1012.5,2.3,169.1
2021/1/24 18:00,监测点A2,4,34,53,23,98,0.9,21.1,56,1013,2.3,162.5
2021/1/24 19:00,监测点A2,4,33,63,30,94,0.9,20.6,57,1013.6,2.5,163.4
2021/1/24 20:00,监测点A2,4,35,67,34,82,1,20.1,60,1014.2,1.4,146.2
2021/1/24 21:00,监测点A2,4,35,59,28,77,0.9,19.5,60,1014.6,1.2,134.1
2021/1/24 22:00,监测点A2,4,35,43,26,72,1,18.8,59,1014.9,2.2,91.8
2021/1/24 23:00,监测点A2,3,28,48,22,80,0.9,18.6,59,1014.9,2.2,91.5
2021/1/25 0:00,监测点A2,4,29,42,18,76,0.9,18.6,60,1015,1.8,84.8
2021/1/25 1:00,监测点A2,4,36,42,20,61,0.9,18.6,61,1015,1.2,97.7
2021/1/25 2:00,监测点A2,5,41,45,20,50,0.9,18.5,61,1014.9,1.3,80.9
2021/1/25 3:00,监测点A2,4,43,45,23,47,0.9,18.3,61,1014.9,1.7,82.4
2021/1/25 4:00,监测点A2,4,60,52,23,27,1,18,62,1014.9,0.9,79.7
2021/1/25 5:00,监测点A2,4,59,52,28,31,1,18,61,1015.3,1.3,88.4
2021/1/25 6:00,监测点A2,4,70,47,26,20,1,17.8,62,1015.7,0.7,88.6
2021/1/25 7:00,监测点A2,5,84,55,29,6,1.3,17.8,63,1016.6,0.5,64.1
2021/1/25 8:00,监测点A2,11,77,66,28,16,1.3,18.3,61,1017.2,1.3,37.8
2021/1/25 9:00,监测点A2,16,66,92,41,36,1.1,19,58,1017.7,1.9,52.2
2021/1/25 10:00,监测点A2,9,55,95,47,64,1.1,20.5,54,1017.7,1.1,69.7
2021/1/25 11:00,监测点A2,6,47,86,38,93,1,22.2,48,1017.1,1.4,95
2021/1/25 12:00,监测点A2,6,37,67,32,121,1,23.3,46,1016,1.1,102.9
2021/1/25 13:00,监测点A2,6,36,57,31,147,1,24,45,1014.8,1.2,134.4
2021/1/25 14:00,监测点A2,6,37,65,30,180,1,24.8,43,1013.8,1.2,216.2
2021/1/25 15:00,监测点A2,7,38,70,39,183,1,24.9,43,1013.1,1.3,222.4
2021/1/25 16:00,监测点A2,10,33,73,38,171,0.9,25,42,1013.1,1.2,208.1
2021/1/25 17:00,监测点A2,7,33,72,28,162,1,24.3,44,1013.3,1,188.3
2021/1/25 18:00,监测点A2,7,58,64,31,136,1.4,23.5,47,1013.4,0.6,182.8
2021/1/25 19:00,监测点A2,7,89,90,44,86,1.7,22.9,49,1013.6,0.6,161.2
2021/1/25 20:00,监测点A2,9,153,145,83,21,1.8,22.5,51,1014.1,0.8,170.7
2021/1/25 21:00,监测点A2,8,157,134,69,6,1.9,21.7,55,1014.2,1.3,166.3
2021/1/25 22:00,监测点A2,7,130,148,68,12,1.5,20.8,60,1014.5,1.9,176.6
2021/1/25 23:00,监测点A2,6,63,123,61,51,1.2,20,62,1014.7,1.5,180.3
2021/1/26 0:00,监测点A2,6,47,103,49,53,1.1,19.4,63,1014.9,1.1,167.1
2021/1/26 1:00,监测点A2,8,56,84,42,39,1,19,64,1014.8,1.3,174.2
2021/1/26 2:00,监测点A2,7,51,83,46,47,1,18.8,65,1014.7,1.5,162
