监测时间,地点,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),大气压(mBar),风速(m/s),风向(°)
2021/4/25 12:00,监测点C,5,20,15,8,44,0.9,24.1,77,1007.5,1.8,143.4
2021/4/25 13:00,监测点C,5,18,12,6,44,0.9,24.4,76,1007.1,2,149.3
2021/4/25 14:00,监测点C,4,16,8,4,43,0.9,23.4,76,1006.9,2,136.7
2021/4/25 15:00,监测点C,4,16,7,4,41,1,23.2,78,1006.4,2,174.8
2021/4/25 16:00,监测点C,4,14,9,5,46,1,23.2,74,1006.4,2.6,161.5
2021/4/25 17:00,监测点C,4,13,11,5,50,1,23.1,74,1006.4,3,160.8
2021/4/25 18:00,监测点C,4,15,11,5,52,1,23.1,72,1006.4,2.5,158.3
2021/4/25 19:00,监测点C,4,17,14,7,51,1.1,23.1,72,1006.6,2,158.4
2021/4/25 20:00,监测点C,4,17,12,6,56,1.1,23.3,71,1007.3,1.4,163.9
2021/4/25 21:00,监测点C,4,17,11,6,54,1.1,23.1,72,1007.9,1.8,156.9
2021/4/25 22:00,监测点C,5,18,12,7,56,1.1,23.4,71,1008.8,1.2,172.1
2021/4/25 23:00,监测点C,5,20,13,7,55,1.1,23.4,71,1009.1,1.1,165
2021/4/26 0:00,监测点C,6,25,16,9,47,1.2,23.4,72,1009.2,0.9,219.2
2021/4/26 1:00,监测点C,7,21,17,9,49,1.2,23.3,72,1009.1,1,162.9
2021/4/26 2:00,监测点C,6,16,17,9,52,1.1,23,72,1008.8,2,161.6
2021/4/26 3:00,监测点C,5,15,20,11,51,1,22.6,72,1008.4,2,159.6
2021/4/26 4:00,监测点C,5,16,23,14,52,1,22.6,72,1008,1.7,162.1
2021/4/26 5:00,监测点C,5,16,25,15,51,1,22.5,72,1007.6,1.6,150.9
2021/4/26 6:00,监测点C,6,20,32,20,48,1.1,22.5,73,1007.7,1.7,170.5
2021/4/26 7:00,监测点C,6,25,29,18,48,1.1,22.5,72,1008.4,1.8,196.8
2021/4/26 8:00,监测点C,6,26,28,17,52,1.2,22.2,74,1009.1,2.1,204.9
2021/4/26 9:00,监测点C,7,26,27,16,57,1.2,22,74,1009.2,3,198.9
2021/4/26 10:00,监测点C,8,27,27,16,55,1.2,22.2,74,1009.6,1.8,206.3
2021/4/26 11:00,监测点C,7,26,26,15,54,1.2,22.3,74,1009.9,1.7,201.1
2021/4/26 12:00,监测点C,6,25,26,15,54,1.2,22.4,74,1009.5,1.6,201.9
2021/4/26 13:00,监测点C,4,21,26,15,60,1.2,21.7,79,1009.5,1.4,206.3
2021/4/26 14:00,监测点C,4,19,25,15,60,1.2,21.3,82,1008.9,1.7,182.4
2021/4/26 15:00,监测点C,4,23,—,—,48,1.2,21.8,80,1008.3,1.3,196
2021/4/26 16:00,监测点C,4,28,19,12,40,1.2,21.3,84,1008.2,1.1,175.3
2021/4/26 17:00,监测点C,4,33,20,12,32,1.2,21,86,1007.7,1.1,200.7
2021/4/26 18:00,监测点C,4,37,27,16,26,1.3,20.9,87,1007.5,1.6,236.8
2021/4/26 19:00,监测点C,4,42,19,12,12,1.3,19.5,90,1008.5,1.1,102.2
2021/4/26 20:00,监测点C,4,32,12,7,16,1.2,18.5,91,1009.1,1.4,205.5
2021/4/26 21:00,监测点C,4,26,10,6,27,1.2,18.6,91,1008.6,1.5,202.1
2021/4/26 22:00,监测点C,4,26,11,7,30,1.2,18.8,91,1009.5,0.8,177.2
2021/4/26 23:00,监测点C,4,30,10,6,25,1.1,19.3,89,1009.8,0.9,275.6
2021/4/27 0:00,监测点C,4,42,11,6,6,1.2,19.3,89,1009.8,0.8,42.4
2021/4/27 1:00,监测点C,4,39,12,8,8,1.1,19.3,89,1009.8,0.9,4.4
2021/4/27 2:00,监测点C,5,43,14,10,6,1.1,19.5,88,1009.4,0.6,304.1
2021/4/27 3:00,监测点C,4,41,14,10,5,1.2,19.7,89,1008.8,0.6,259
2021/4/27 4:00,监测点C,3,30,16,11,12,1.1,19.5,90,1008.3,0.6,230.3
2021/4/27 5:00,监测点C,4,24,14,9,19,1,19.1,90,1008.4,0.8,242.9
2021/4/27 6:00,监测点C,4,22,13,9,19,1,19,90,1008.9,0.8,268.7
2021/4/27 7:00,监测点C,4,23,14,9,18,1.1,18.7,91,1009.3,1,226.9
2021/4/27 8:00,监测点C,4,28,14,9,13,1.2,18.5,93,1009.8,0.7,223.8
2021/4/27 9:00,监测点C,4,27,11,7,19,1.2,18.6,93,1010.2,0.7,187.4
2021/4/27 10:00,监测点C,3,30,11,7,15,1.2,18.7,93,1010.7,0.8,317.5
2021/4/27 11:00,监测点C,4,34,9,6,7,1.2,18.2,95,1010.8,0.9,352.9
2021/4/27 12:00,监测点C,4,35,7,4,9,1.2,18,95,1010.7,0.9,352
2021/4/27 13:00,监测点C,—,—,6,4,10,1.1,18.2,96,1010.3,0.6,344.4
2021/4/27 14:00,监测点C,4,37,6,4,—,1.2,18.4,95,1009.6,0.6,314.8
2021/4/27 15:00,监测点C,4,35,5,3,14,1.2,18.6,95,1009,1.2,292.6
2021/4/27 16:00,监测点C,4,25,3,2,23,1.1,18.7,95,1008.6,0.5,302.1
2021/4/27 17:00,监测点C,4,24,5,2,25,1.2,18.9,95,1008.2,0.5,250.3
2021/4/27 18:00,监测点C,4,28,7,4,27,1.2,18.9,95,1008.1,0.8,242
2021/4/27 19:00,监测点C,4,28,11,7,34,1.3,18.9,94,1008.5,0.8,196.4
2021/4/27 20:00,监测点C,4,26,13,8,35,1.3,18.8,94,1009.2,1.2,197.9
2021/4/27 21:00,监测点C,4,25,11,7,34,1.2,18.8,94,1009.8,0.7,195.6
2021/4/27 22:00,监测点C,4,31,11,7,25,1.2,18.9,95,1010.3,0.5,268.6
2021/4/27 23:00,监测点C,4,28,9,6,26,1.2,18.8,95,1010.4,1.3,196.2
2021/4/28 0:00,监测点C,4,34,11,7,16,1.2,18.8,95,1010.3,0.7,244.4
2021/4/28 1:00,监测点C,4,27,9,6,25,1.2,18.7,95,1010,0.5,307
2021/4/28 2:00,监测点C,4,36,13,9,7,1.1,18.5,95,1009.9,0.8,4.9
2021/4/28 3:00,监测点C,4,36,13,9,5,1.1,18.5,95,1009.8,0.6,328.5
2021/4/28 4:00,监测点C,4,35,9,6,3,1.1,18.4,96,1009.6,0.6,344.2
2021/4/28 5:00,监测点C,4,31,6,4,7,1.1,18.3,96,1009.4,0.5,316.6
2021/4/28 6:00,监测点C,4,33,7,4,3,1.1,18.3,96,1009.4,0.5,343.2
2021/4/28 7:00,监测点C,4,22,6,3,14,1.2,18.1,96,1009.7,0.8,158.4
2021/4/28 8:00,监测点C,4,35,9,5,2,1.3,18.1,96,1010.1,0.7,354.8
2021/4/28 9:00,监测点C,4,34,8,5,4,1.4,18,96,1010.8,0.8,349.8
2021/4/28 10:00,监测点C,4,28,6,3,13,1.2,17.7,96,1011.2,0.6,231.6
2021/4/28 11:00,监测点C,4,24,6,3,20,1.2,18.6,90,1011.3,1,163.1
2021/4/28 12:00,监测点C,4,21,7,4,27,1.2,19,88,1011,0.8,157.8
2021/4/28 13:00,监测点C,4,24,10,6,22,1.2,19.1,89,1010.6,0.6,156.7
2021/4/28 14:00,监测点C,4,29,10,6,17,1.2,18.8,91,1010,0.6,13.9
2021/4/28 15:00,监测点C,4,18,4,2,34,1.2,20.2,85,1009.4,1.5,143
2021/4/28 16:00,监测点C,4,11,2,1,46,1.1,21.3,80,1009,2.9,142.6
2021/4/28 17:00,监测点C,4,11,3,1,49,1.1,21,78,1008.9,2.9,136.6
2021/4/28 18:00,监测点C,4,14,4,2,43,1.1,20.8,78,1008.8,2.4,132.8
2021/4/28 19:00,监测点C,4,16,6,3,38,1.1,20.7,79,1009.5,1.6,135.1
2021/4/28 20:00,监测点C,4,12,5,2,43,1.1,20.8,78,1010,2.1,147.6
2021/4/28 21:00,监测点C,4,10,4,2,45,1.1,20.8,76,1010.7,2.4,151.6
2021/4/28 22:00,监测点C,4,9,4,2,45,1.1,20.7,76,1011,2.5,158.6
2021/4/28 23:00,监测点C,4,8,4,2,46,1.1,20.6,76,1011.4,2.5,163.6
2021/4/29 0:00,监测点C,4,8,4,2,45,1.1,20.6,75,1011.5,1.5,151.8
2021/4/29 1:00,监测点C,4,8,4,2,48,1.1,20.6,74,1011.4,2.3,157.8
2021/4/29 2:00,监测点C,4,7,4,2,48,1.1,20.4,74,1010.8,2.4,148.5
2021/4/29 3:00,监测点C,4,8,5,3,46,1.1,20.1,75,1010.3,1.8,163.4
2021/4/29 4:00,监测点C,4,8,7,5,45,1.1,19.9,76,1009.9,1.5,167
2021/4/29 5:00,监测点C,4,9,8,6,44,1.1,20,75,1010.1,1.5,146.9
2021/4/29 6:00,监测点C,4,9,7,5,44,1.1,20,74,1010.2,1.6,157.7
2021/4/29 7:00,监测点C,4,14,10,7,36,1.2,19.9,75,1010.5,1.4,162.9
2021/4/29 8:00,监测点C,4,10,8,5,44,1.2,20.4,72,1011,2.4,158
2021/4/29 9:00,监测点C,4,9,9,6,51,1.1,21.3,68,1011.4,2,164.6
2021/4/29 10:00,监测点C,4,10,12,7,61,1,22.4,64,1011.5,1.1,148
2021/4/29 11:00,监测点C,4,11,16,10,78,1,23.3,61,1011.4,1.4,320.4
2021/4/29 12:00,监测点C,5,10,22,12,102,1,24.3,57,1010.9,2.2,313.3
2021/4/29 13:00,监测点C,5,10,25,14,114,0.9,26.2,51,1009.9,1.6,280.2
2021/4/29 14:00,监测点C,5,15,29,15,122,0.9,26.8,49,1008.9,1.2,340.6
2021/4/29 15:00,监测点C,5,18,33,16,131,0.9,27.1,48,1007.9,1.2,331.3
2021/4/29 16:00,监测点C,6,18,35,16,140,0.9,27.5,48,1007.2,1.4,349.1
2021/4/29 17:00,监测点C,6,18,38,16,136,0.9,27.7,47,1006.8,1.2,305.8
2021/4/29 18:00,监测点C,5,17,43,17,136,0.9,27.6,47,1006.5,1.3,308.8
2021/4/29 19:00,监测点C,5,21,49,20,121,1,27,48,1006.8,1,259.5
2021/4/29 20:00,监测点C,5,38,66,28,84,1.3,25.8,53,1007.1,0.9,178.8
2021/4/29 21:00,监测点C,4,48,61,28,52,1.2,24.2,60,1007.3,1.1,158
2021/4/29 22:00,监测点C,4,39,55,26,54,1.2,23.4,62,1007.7,0.9,161.6
2021/4/29 23:00,监测点C,4,48,60,28,33,1.4,22.8,67,1008.2,0.4,197.3
2021/4/30 0:00,监测点C,5,46,59,28,31,1.3,22,69,1007.9,0.6,191.2
2021/4/30 1:00,监测点C,5,29,50,24,51,1.1,21.4,67,1007.5,0.7,195.2
2021/4/30 2:00,监测点C,5,31,49,24,48,1,21,68,1007.4,1,191.7
2021/4/30 3:00,监测点C,4,28,47,24,45,1,20.4,71,1007.1,0.6,167.8
2021/4/30 4:00,监测点C,4,34,50,25,29,1,20,75,1006.8,0.5,196
2021/4/30 5:00,监测点C,4,24,44,22,45,0.9,19.7,73,1007.1,0.6,209.9
2021/4/30 6:00,监测点C,5,24,44,23,44,0.9,19.5,74,1007.4,0.9,171.9
2021/4/30 7:00,监测点C,5,28,48,25,41,1,19.6,74,1007.7,0.8,199.9
2021/4/30 8:00,监测点C,5,37,50,26,31,1.1,20.6,72,1008.4,0.9,212.5
2021/4/30 9:00,监测点C,5,32,49,26,50,1.1,22.3,64,1008.9,0.7,162.3
2021/4/30 10:00,监测点C,6,30,53,27,73,1.1,23.4,62,1009.1,1.3,296.5
2021/4/30 11:00,监测点C,6,24,50,25,107,1.1,25.1,57,1008.8,1.1,298.1
2021/4/30 12:00,监测点C,6,26,50,24,111,1,26.8,53,1008.4,1.2,299.1
2021/4/30 13:00,监测点C,6,18,40,20,130,0.9,27.6,48,1007.8,1.5,0
2021/4/30 14:00,监测点C,6,14,37,18,145,0.8,28.9,43,1007,1.4,348.1
2021/4/30 15:00,监测点C,7,14,37,17,163,0.8,29.7,38,1006,1.3,342.1
2021/4/30 16:00,监测点C,9,21,64,32,213,0.9,30.2,39,1005.4,1.2,348.4
2021/4/30 17:00,监测点C,10,24,74,39,251,0.9,30.5,40,1004.9,1.1,20.4
2021/4/30 18:00,监测点C,10,32,69,35,248,0.9,30.6,39,1004.7,0.7,336.6
2021/4/30 19:00,监测点C,10,41,90,48,266,1.1,29.6,40,1004.9,1,326.4
2021/4/30 20:00,监测点C,8,73,118,65,174,1.7,28.6,46,1005.3,0.6,166.4
2021/4/30 21:00,监测点C,7,86,114,62,81,2,27,54,1005.8,0.9,157.1
2021/4/30 22:00,监测点C,7,62,96,52,106,1.7,26.2,56,1006.4,1,164.2
2021/4/30 23:00,监测点C,8,48,88,49,132,1.5,25.4,56,1006.8,0.9,180.2
2021/5/1 0:00,监测点C,9,45,87,49,142,1.3,24.8,56,1006.8,0.9,198.4
2021/5/1 1:00,监测点C,9,37,85,49,154,1.2,24.5,58,1006.7,0.9,195.2
2021/5/1 2:00,监测点C,8,38,88,51,127,1.3,24,60,1006.4,0.6,185.3
2021/5/1 3:00,监测点C,8,39,94,55,114,1.2,23.8,62,1006,0.9,198.7
2021/5/1 4:00,监测点C,8,43,96,59,96,1.2,23.5,64,1006.1,0.8,164.6
2021/5/1 5:00,监测点C,7,43,100,62,86,1.2,23.3,66,1006.2,1,197.6
2021/5/1 6:00,监测点C,7,43,101,64,71,1.2,23,71,1006.2,0.7,198
2021/5/1 7:00,监测点C,8,48,97,62,64,1.2,22.9,72,1006.8,0.6,208.5
2021/5/1 8:00,监测点C,10,46,110,72,75,1.3,23.7,69,1007.5,0.7,183.2
2021/5/1 9:00,监测点C,10,43,112,77,90,1.4,25.2,66,1008.1,0.9,199.8
2021/5/1 10:00,监测点C,16,39,126,90,164,1.3,26.4,64,1008.4,1,285.5
2021/5/1 11:00,监测点C,19,32,109,77,221,1.3,27.4,61,1008.2,1.2,269.1
2021/5/1 12:00,监测点C,14,30,86,58,245,1.2,28.8,57,1007.7,1.3,306.4
2021/5/1 13:00,监测点C,11,22,54,34,214,1.1,29.8,55,1007,1.6,352.6
2021/5/1 14:00,监测点C,8,17,36,22,181,1,30.6,53,1006.1,1.8,353.5
2021/5/1 15:00,监测点C,6,18,39,24,195,1,31.2,51,1005.4,1.6,357
2021/5/1 16:00,监测点C,6,16,29,18,176,0.9,31.9,48,1004.9,1.4,349.4
2021/5/1 17:00,监测点C,8,19,36,22,206,0.9,32.1,48,1004.5,1.5,312.7
2021/5/1 18:00,监测点C,8,—,44,27,225,0.9,31.6,50,1004.3,1.8,301.9
2021/5/1 19:00,监测点C,8,—,48,30,209,1,31,52,1004.5,1.2,287.7
2021/5/1 20:00,监测点C,8,27,55,33,186,1.1,30.6,53,1004.9,0.6,288.4
2021/5/1 21:00,监测点C,6,52,85,51,94,1.7,29.6,59,1005.4,0.7,132.4
2021/5/1 22:00,监测点C,6,56,90,53,78,1.8,28.8,63,1006.2,0.5,147.8
2021/5/1 23:00,监测点C,8,72,98,58,70,1.5,28.4,64,1006.8,0.8,299.3
2021/5/2 0:00,监测点C,8,43,98,58,106,1.3,28.1,66,1006.8,0.5,11.3
2021/5/2 1:00,监测点C,9,38,106,63,99,1.3,27.6,70,1006.6,0.5,355.8
2021/5/2 2:00,监测点C,10,37,109,65,81,1.3,27.2,72,1006.3,0.7,228.2
2021/5/2 3:00,监测点C,7,36,98,60,59,1.4,26.6,73,1006.1,0.7,172.8
2021/5/2 4:00,监测点C,8,28,95,59,64,1.3,26.2,76,1005.8,1,188.3
2021/5/2 5:00,监测点C,9,32,103,67,55,1.2,25.6,78,1005.8,1.4,189.4
2021/5/2 6:00,监测点C,12,35,113,75,57,1.2,25.2,80,1006.1,1.6,195.5
2021/5/2 7:00,监测点C,10,31,108,73,64,1.2,25.2,80,1006.9,1.4,199.6
2021/5/2 8:00,监测点C,10,31,96,66,77,1.3,25.8,77,1007.8,1.4,198.9
2021/5/2 9:00,监测点C,13,34,86,59,91,1.3,26.5,74,1008.4,1,238.3
2021/5/2 10:00,监测点C,16,44,83,58,81,1.3,27.3,73,1008.7,0.7,185.9
2021/5/2 11:00,监测点C,15,35,78,56,106,1.3,28.5,69,1008.8,0.6,305.7
2021/5/2 12:00,监测点C,14,33,76,53,148,1.3,29.2,67,1008.4,1,306
2021/5/2 13:00,监测点C,12,29,69,45,184,1.2,29.8,65,1007.6,0.8,315.5
2021/5/2 14:00,监测点C,10,29,71,46,201,1.2,30.8,62,1006.4,0.7,185.5
2021/5/2 15:00,监测点C,8,28,75,49,204,1.2,29.9,67,1005.3,1,181.5
2021/5/2 16:00,监测点C,8,26,57,35,163,1.1,28.6,70,1005.4,2.4,315.6
2021/5/2 17:00,监测点C,5,18,11,6,101,0.8,20.6,93,1006.8,2,36.7
2021/5/2 18:00,监测点C,4,20,10,6,92,0.9,19.8,96,1006.2,0.9,146.4
2021/5/2 19:00,监测点C,4,38,15,9,69,1,20.6,93,1006.6,1.2,6.4
2021/5/2 20:00,监测点C,5,44,23,14,49,1,20.4,94,1007.3,0.8,67.1
2021/5/2 21:00,监测点C,5,48,29,18,35,1.1,21.1,94,1007.8,0.7,77.1
2021/5/2 22:00,监测点C,7,63,30,18,23,1,20.7,94,1008.6,1.7,11.9
2021/5/2 23:00,监测点C,8,30,28,18,54,0.9,20.5,95,1009.1,1.8,10.7
2021/5/3 0:00,监测点C,6,21,18,12,66,0.9,20,96,1009.2,1.7,12.5
2021/5/3 1:00,监测点C,5,17,13,9,85,0.9,19.3,96,1008.6,1.3,246.7
2021/5/3 2:00,监测点C,5,14,16,11,127,0.8,18.6,95,1008,2,227.8
2021/5/3 3:00,监测点C,6,14,17,11,113,0.8,18.7,92,1007.4,2,204.4
2021/5/3 4:00,监测点C,6,12,15,10,105,0.7,18.6,90,1006.8,2.1,192.6
2021/5/3 5:00,监测点C,6,13,16,11,98,0.7,19,88,1006.9,1.1,196.3
2021/5/3 6:00,监测点C,6,16,17,11,90,0.7,18.3,90,1007.3,1.1,337
2021/5/3 7:00,监测点C,5,28,19,13,66,0.8,17.5,94,1007.7,1.3,18.6
2021/5/3 8:00,监测点C,7,39,22,16,49,0.8,17.5,94,1008.4,1.6,357.5
2021/5/3 9:00,监测点C,7,45,25,18,41,0.9,17.8,94,1008.8,0.9,68.7
2021/5/3 10:00,监测点C,6,46,23,16,39,0.9,18.3,93,1008.7,0.8,359.9
2021/5/3 11:00,监测点C,6,51,25,18,31,0.9,18.5,93,1008.4,0.9,38.7
2021/5/3 12:00,监测点C,6,40,24,18,47,0.9,18.7,92,1008.3,0.7,19.7
2021/5/3 13:00,监测点C,5,36,25,19,53,0.9,19.3,91,1007.5,0.7,43.5
2021/5/3 14:00,监测点C,5,43,26,20,46,1,20.4,88,1006.8,0.8,12.6
2021/5/3 15:00,监测点C,5,48,29,22,38,1,20.5,88,1006.1,1.2,9.6
2021/5/3 16:00,监测点C,6,42,33,25,50,0.9,21.5,85,1005.2,0.7,24.2
2021/5/3 17:00,监测点C,6,55,37,27,35,1,22.8,85,1004.5,0.6,75.4
2021/5/3 18:00,监测点C,5,46,39,26,44,1.1,23,87,1004.3,0.7,173.8
2021/5/3 19:00,监测点C,5,48,44,28,34,1.2,21.6,90,1004.3,0.7,148.3
2021/5/3 20:00,监测点C,6,49,47,30,32,1.2,21,91,1004.4,0.8,161.9
2021/5/3 21:00,监测点C,6,46,43,29,31,1.2,21.2,91,1004.9,1.2,185.7
2021/5/3 22:00,监测点C,6,49,41,28,20,1.2,20.7,94,1005.6,1.1,135.3
2021/5/3 23:00,监测点C,5,46,33,22,19,1,20.4,95,1006.1,1,98.7
2021/5/4 0:00,监测点C,5,39,30,20,23,1.1,20.3,97,1006.2,0.9,156
2021/5/4 1:00,监测点C,5,42,29,20,16,1.1,20.4,96,1005.9,0.8,177.2
2021/5/4 2:00,监测点C,5,43,28,21,10,1.1,20.4,96,1005.2,0.6,163.1
2021/5/4 3:00,监测点C,5,42,28,20,8,1.1,20.6,95,1004.9,0.7,147.3
2021/5/4 4:00,监测点C,5,40,28,18,10,1,20.9,94,1004.8,0.8,146
2021/5/4 5:00,监测点C,5,37,28,17,10,1,21.4,92,1004.8,1,184.6
2021/5/4 6:00,监测点C,6,44,30,18,4,0.9,21.5,92,1005.1,0.9,20.5
2021/5/4 7:00,监测点C,6,44,32,19,4,1.1,21.4,93,1005.5,1,157.8
2021/5/4 8:00,监测点C,6,43,34,21,8,1.2,21.7,92,1005.9,0.8,158.3
2021/5/4 9:00,监测点C,6,45,38,24,7,1.4,21.9,92,1006,0.7,126.6
2021/5/4 10:00,监测点C,6,41,36,24,19,1.2,22.9,90,1005.9,0.7,120.5
2021/5/4 11:00,监测点C,7,44,38,26,22,1.1,25.6,85,1005.6,0.8,63.7
2021/5/4 12:00,监测点C,7,39,36,22,37,0.9,26.8,82,1005.4,0.9,74.8
2021/5/4 13:00,监测点C,5,22,16,8,80,0.9,25.4,78,1004.9,2.2,141.4
2021/5/4 14:00,监测点C,5,14,3,2,98,0.8,24.8,74,1004.2,2.2,149.3
2021/5/4 15:00,监测点C,—,15,—,—,112,0.8,24.5,74,1003.7,2,173.4
2021/5/4 16:00,监测点C,3,—,5,2,124,—,22.5,85,1004.1,1.8,194.1
2021/5/4 17:00,监测点C,3,15,5,2,115,—,20.4,90,1003.8,1.7,229.6
2021/5/4 18:00,监测点C,3,16,6,3,—,0.6,21,88,1003.5,1.1,260.5
2021/5/4 19:00,监测点C,3,22,9,5,88,0.8,22.5,86,1004,0.7,152.1
2021/5/4 20:00,监测点C,3,28,13,8,74,0.9,22.9,88,1004.8,0.6,320.5
2021/5/4 21:00,监测点C,3,41,20,11,48,1,22.4,89,1006.1,0.8,22.7
2021/5/4 22:00,监测点C,3,51,25,13,37,0.9,21.1,89,1006.8,0.6,317.5
2021/5/4 23:00,监测点C,3,54,24,13,24,1,21.8,88,1007.7,0.8,312.6
2021/5/5 0:00,监测点C,3,48,27,15,21,1,20.7,91,1008.2,0.7,187.5
2021/5/5 1:00,监测点C,3,36,23,12,24,0.9,20.6,91,1008.2,0.5,41.2
2021/5/5 2:00,监测点C,3,58,33,16,10,0.9,20.8,89,1007.8,0.8,34.1
2021/5/5 3:00,监测点C,3,30,21,10,41,0.8,22,85,1007.2,1.2,134.8
2021/5/5 4:00,监测点C,3,12,14,7,63,0.7,22.8,83,1007.1,1.4,140.5
2021/5/5 5:00,监测点C,3,7,11,5,74,0.7,22.8,80,1007.3,1.9,158.1
2021/5/5 6:00,监测点C,2,7,12,6,80,0.7,22.9,76,1007.9,2.4,160.3
2021/5/5 7:00,监测点C,2,8,15,7,77,0.7,22.9,76,1008.4,1.9,165.2
2021/5/5 8:00,监测点C,3,10,16,8,74,0.8,23.7,74,1009.1,1.4,184.5
2021/5/5 9:00,监测点C,3,11,16,8,78,0.8,25.1,69,1009.5,1.1,190.1
2021/5/5 10:00,监测点C,3,9,15,8,84,0.8,25.8,66,1010.2,1.4,169.3
2021/5/5 11:00,监测点C,3,8,14,8,96,0.7,26.3,64,1010,3.3,201.4
2021/5/5 12:00,监测点C,4,9,16,8,106,0.7,27,63,1009.8,2.2,219.9
2021/5/5 13:00,监测点C,4,9,17,9,110,0.7,27.9,61,1009.2,1.8,205
2021/5/5 14:00,监测点C,4,7,16,9,119,0.7,28.9,58,1008.1,1.4,178.6
2021/5/5 15:00,监测点C,3,8,16,8,125,0.7,29.8,55,1007.2,1.2,182.5
2021/5/5 16:00,监测点C,4,8,17,8,130,0.7,29.8,56,1006.7,1,154.1
2021/5/5 17:00,监测点C,4,12,19,9,136,0.7,29.8,56,1006.4,1.1,237.7
2021/5/5 18:00,监测点C,3,12,22,10,115,0.8,29.3,59,1006.3,1.5,165
2021/5/5 19:00,监测点C,3,17,30,14,101,0.9,28.5,62,1007.1,1.2,144.3
2021/5/5 20:00,监测点C,3,22,36,17,90,0.9,27.8,64,1007.7,0.8,128.7
2021/5/5 21:00,监测点C,4,29,46,22,71,1.2,27.3,67,1008.3,0.6,156.5
2021/5/5 22:00,监测点C,4,27,42,20,68,1.1,26.6,70,1008.9,1.2,166.9
2021/5/5 23:00,监测点C,4,26,42,20,62,0.9,25.8,72,1009,0.9,167.4
2021/5/6 0:00,监测点C,4,18,41,19,76,0.9,25.6,72,1008.5,1.1,181.8
2021/5/6 1:00,监测点C,4,45,52,24,37,0.9,25.4,74,1008.6,0.9,356
2021/5/6 2:00,监测点C,5,47,50,23,22,0.9,25,78,1008.3,0.6,274.2
2021/5/6 3:00,监测点C,4,32,49,23,38,0.9,25.2,76,1007.9,1,183.1
2021/5/6 4:00,监测点C,5,34,56,26,32,0.9,24.9,77,1008.1,0.8,159.8
2021/5/6 5:00,监测点C,5,28,52,25,40,0.9,24.6,76,1008.4,0.9,187.6
2021/5/6 6:00,监测点C,5,32,54,25,36,0.9,24.3,78,1008.8,1,186.7
2021/5/6 7:00,监测点C,6,35,58,27,35,1,24.4,76,1009.3,1.2,183.7
2021/5/6 8:00,监测点C,7,41,66,32,30,1.2,24.2,80,1010,1,198.3
2021/5/6 9:00,监测点C,6,52,78,42,19,1.3,23.8,86,1010.9,0.8,350.2
2021/5/6 10:00,监测点C,4,50,62,35,25,1.2,22.6,90,1011.4,0.4,311.8
2021/5/6 11:00,监测点C,4,53,62,37,27,1,22.9,89,1011.6,0.6,17.1
2021/5/6 12:00,监测点C,4,40,62,38,44,0.8,23.4,88,1011.2,0.6,27.4
2021/5/6 13:00,监测点C,5,42,68,41,52,0.9,25.7,84,1010.4,0.9,21.2
2021/5/6 14:00,监测点C,5,31,71,44,110,0.8,27,78,1009.3,1.1,352.1
2021/5/6 15:00,监测点C,5,28,69,41,150,0.8,28.2,73,1008.4,0.9,260.6
2021/5/6 16:00,监测点C,4,28,64,35,168,0.8,28.9,71,1007.6,0.9,216.8
2021/5/6 17:00,监测点C,4,26,61,32,191,0.8,28.8,72,1007.1,0.9,208.7
2021/5/6 18:00,监测点C,4,24,55,28,198,0.8,29.2,69,1007,0.8,266.3
2021/5/6 19:00,监测点C,4,33,70,39,160,1,28.1,76,1007.2,1.3,188.9
2021/5/6 20:00,监测点C,4,36,82,46,124,1.1,27.4,80,1007.4,1.5,189.3
2021/5/6 21:00,监测点C,5,34,77,42,109,0.9,27.1,81,1008,2,197.6
2021/5/6 22:00,监测点C,4,35,70,38,90,1,27,81,1008.4,1.4,187.6
2021/5/6 23:00,监测点C,5,36,70,38,75,1,26.9,82,1008.7,0.7,197
2021/5/7 0:00,监测点C,5,36,62,33,67,0.9,26.8,81,1008.8,0.8,248.9
2021/5/7 1:00,监测点C,5,45,57,28,44,0.9,26.6,80,1008.5,0.4,265.9
2021/5/7 2:00,监测点C,6,44,58,28,38,0.9,26.4,80,1008.2,1,305.7
2021/5/7 3:00,监测点C,6,44,57,26,30,0.8,26.1,80,1008.2,0.9,350.2
2021/5/7 4:00,监测点C,7,48,67,31,22,0.8,25.7,82,1007.8,0.8,329.6
2021/5/7 5:00,监测点C,8,46,64,30,22,0.8,25.6,83,1008,1,330.4
2021/5/7 6:00,监测点C,8,53,62,30,12,0.8,25.4,84,1008.4,0.9,327.3
2021/5/7 7:00,监测点C,8,50,60,29,13,0.9,25.4,84,1009,0.9,307.7
2021/5/7 8:00,监测点C,8,46,60,29,19,0.9,25.5,83,1009.6,1.1,318.7
2021/5/7 9:00,监测点C,9,40,66,34,35,0.9,26,82,1010,1.3,316
2021/5/7 10:00,监测点C,9,34,74,41,58,0.8,26.8,78,1010,1.2,288.4
2021/5/7 11:00,监测点C,8,31,70,41,76,0.8,27.7,75,1009.7,0.9,267.7
2021/5/7 12:00,监测点C,7,23,59,34,119,0.7,29.2,70,1009.1,1,316.8
